"date","place","urticaria","allergy","both","value","weight_value_allergy","weight_value_urticaria","sum_allergy","sum_urticaria","sum_allergy1","sum_urticaria1"
2015-12-08,"玡",0,1,1,4.03333333333333,4.03333333333333,0,5,4,3.84583333333333,4.77054924242424
2015-12-08,"緻",0,1,1,2.04166666666667,2.04166666666667,0,5,4,3.84583333333333,4.77054924242424
2015-12-08,"获",1,0,1,5.14166666666667,0,5.14166666666667,5,4,3.84583333333333,4.77054924242424
2015-12-08,"爵繷",0,1,1,4.3625,4.3625,0,5,4,3.84583333333333,4.77054924242424
2015-12-09,"オ犁",1,0,1,4.875,0,4.875,0,1,NA,4.875
2015-12-10,"く猌",1,0,1,2.75833333333333,0,2.75833333333333,5,2,1.91416666666667,2.43541666666667
2015-12-10,"オ犁",0,1,1,2.4125,2.4125,0,5,2,1.91416666666667,2.43541666666667
2015-12-10,"玡",1,1,2,2.1125,2.1125,2.1125,5,2,1.91416666666667,2.43541666666667
2015-12-10,"玡马",0,1,1,2.24166666666667,2.24166666666667,0,5,2,1.91416666666667,2.43541666666667
2015-12-10,"緻",0,1,1,0.954166666666667,0.954166666666667,0,5,2,1.91416666666667,2.43541666666667
2015-12-10,"罚标",0,1,1,1.85,1.85,0,5,2,1.91416666666667,2.43541666666667
2015-12-11,"オ犁",0,1,1,3.625,3.625,0,3,4,3.71527777777778,4.16354166666667
2015-12-11,"罚标",1,1,2,2.95416666666667,2.95416666666667,2.95416666666667,3,4,3.71527777777778,4.16354166666667
2015-12-11,"获",3,1,3,4.56666666666667,4.56666666666667,13.7,3,4,3.71527777777778,4.16354166666667
2015-12-14,"く猌",1,2,3,3.2125,6.425,3.2125,8,5,3.68333333333333,3.77416666666667
2015-12-14,"オ犁",2,2,4,3.00416666666667,6.00833333333334,6.00833333333334,8,5,3.68333333333333,3.77416666666667
2015-12-14,"玡",0,1,1,2.55833333333333,2.55833333333333,0,8,5,3.68333333333333,3.77416666666667
2015-12-14,"获",2,3,5,4.825,14.475,9.65,8,5,3.68333333333333,3.77416666666667
2015-12-15,"く猌",0,1,1,3.14166666666667,3.14166666666667,0,8,7,3.3359375,3.32738095238095
2015-12-15,"オ犁",1,2,2,3.11666666666667,6.23333333333334,3.11666666666667,8,7,3.3359375,3.32738095238095
2015-12-15,"玡",2,0,2,3.38333333333333,0,6.76666666666666,8,7,3.3359375,3.32738095238095
2015-12-15,"玡马",1,1,2,2.53333333333333,2.53333333333333,2.53333333333333,8,7,3.3359375,3.32738095238095
2015-12-15,"获",2,3,4,3.90416666666667,11.7125,7.80833333333334,8,7,3.3359375,3.32738095238095
2015-12-15,"爵繷",1,1,2,3.06666666666667,3.06666666666667,3.06666666666667,8,7,3.3359375,3.32738095238095
2015-12-16,"玡",2,1,3,4.76666666666667,4.76666666666667,9.53333333333334,3,2,5.09444444444444,4.76666666666667
2015-12-16,"罚标",0,2,2,5.25833333333333,10.5166666666667,0,3,2,5.09444444444444,4.76666666666667
2015-12-17,"糳",0,1,1,11.8,11.8,0,6,1,6.09791666666666,6.70416666666667
2015-12-17,"オ犁",0,2,2,4.54583333333333,9.09166666666666,0,6,1,6.09791666666666,6.70416666666667
2015-12-17,"玡",0,2,2,4.83333333333333,9.66666666666666,0,6,1,6.09791666666666,6.70416666666667
2015-12-17,"玡马",0,1,1,6.02916666666667,6.02916666666667,0,6,1,6.09791666666666,6.70416666666667
2015-12-17,"获",1,0,1,6.70416666666667,0,6.70416666666667,6,1,6.09791666666666,6.70416666666667
2015-12-18,"オ犁",1,2,2,4.925,9.85,4.925,3,2,4.17222222222222,3.79583333333334
2015-12-18,"緻",1,1,2,2.66666666666667,2.66666666666667,2.66666666666667,3,2,4.17222222222222,3.79583333333334
2015-12-21,"翠",0,1,1,7.40833333333333,7.40833333333333,0,3,3,6.59166666666666,3.75972222222222
2015-12-21,"く猌",1,0,1,4.08333333333333,0,4.08333333333333,3,3,6.59166666666666,3.75972222222222
2015-12-21,"玡",1,0,1,3.61666666666667,0,3.61666666666667,3,3,6.59166666666666,3.75972222222222
2015-12-21,"获",0,2,2,6.18333333333333,12.3666666666667,0,3,3,6.59166666666666,3.75972222222222
2015-12-21,"爵繷",1,0,1,3.57916666666667,0,3.57916666666667,3,3,6.59166666666666,3.75972222222222
2015-12-22,"く猌",1,0,1,5.10833333333333,0,5.10833333333333,5,6,5.0325,4.17708333333333
2015-12-22,"オ犁",0,1,1,4.92916666666667,4.92916666666667,0,5,6,5.0325,4.17708333333333
2015-12-22,"玡",3,2,5,4.32916666666667,8.65833333333334,12.9875,5,6,5.0325,4.17708333333333
2015-12-22,"罚标",2,0,2,3.48333333333333,0,6.96666666666666,5,6,5.0325,4.17708333333333
2015-12-22,"获",0,2,2,5.7875,11.575,0,5,6,5.0325,4.17708333333333
2015-12-23,"く猌",1,0,1,5.1875,0,5.1875,0,3,NA,6.03055555555555
2015-12-23,"オ犁",1,0,1,3.38333333333333,0,3.38333333333333,0,3,NA,6.03055555555555
2015-12-23,"获",1,0,1,9.52083333333333,0,9.52083333333333,0,3,NA,6.03055555555555
2015-12-24,"翠",1,0,1,5.9375,0,5.9375,7,5,4.85,4.99166666666667
2015-12-24,"く猌",0,1,1,4.575,4.575,0,7,5,4.85,4.99166666666667
2015-12-24,"オ犁",0,3,3,4.98333333333333,14.95,0,7,5,4.85,4.99166666666667
2015-12-24,"玡",0,1,1,4.5,4.5,0,7,5,4.85,4.99166666666667
2015-12-24,"获",3,2,5,4.9625,9.925,14.8875,7,5,4.85,4.99166666666667
2015-12-24,"爵繷",1,0,1,4.13333333333333,0,4.13333333333333,7,5,4.85,4.99166666666667
2015-12-25,"く猌",0,1,1,3.59166666666667,3.59166666666667,0,3,4,4.40138888888889,4.54583333333333
2015-12-25,"オ犁",0,1,1,4.05833333333333,4.05833333333333,0,3,4,4.40138888888889,4.54583333333333
2015-12-25,"狶堕",0,1,1,5.55416666666667,5.55416666666667,0,3,4,4.40138888888889,4.54583333333333
2015-12-25,"玡",1,0,1,4.25,0,4.25,3,4,4.40138888888889,4.54583333333333
2015-12-25,"获",2,0,2,5.175,0,10.35,3,4,4.40138888888889,4.54583333333333
2015-12-25,"爵繷",1,0,1,3.58333333333333,0,3.58333333333333,3,4,4.40138888888889,4.54583333333333
2015-12-28,"く猌",1,0,1,4.3,0,4.3,5,4,3.98583333333333,3.43125
2015-12-28,"玡",1,3,4,3.12916666666667,9.38750000000001,3.12916666666667,5,4,3.98583333333333,3.43125
2015-12-28,"玡马",1,0,1,3.30833333333333,0,3.30833333333333,5,4,3.98583333333333,3.43125
2015-12-28,"罚标",1,0,1,2.9875,0,2.9875,5,4,3.98583333333333,3.43125
2015-12-28,"获",0,2,2,5.27083333333333,10.5416666666667,0,5,4,3.98583333333333,3.43125
2015-12-29,"糳",0,1,1,6.77916666666667,6.77916666666667,0,6,5,5.22222222222222,3.8675
2015-12-29,"翠",0,1,1,4.34166666666667,4.34166666666667,0,6,5,5.22222222222222,3.8675
2015-12-29,"オ犁",2,1,3,4.70416666666667,4.70416666666667,9.40833333333334,6,5,5.22222222222222,3.8675
2015-12-29,"玡",2,2,3,4.1625,8.325,8.325,6,5,5.22222222222222,3.8675
2015-12-29,"緻",1,0,1,1.60416666666667,0,1.60416666666667,6,5,5.22222222222222,3.8675
2015-12-29,"获",0,1,1,7.18333333333333,7.18333333333333,0,6,5,5.22222222222222,3.8675
2015-12-30,"罚标",1,1,1,4.48333333333333,4.48333333333333,4.48333333333333,1,1,4.48333333333333,4.48333333333333
2015-12-31,"翠",0,1,1,4.2375,4.2375,0,8,9,4.321875,3.57268518518519
2015-12-31,"く猌",0,2,2,4.51666666666667,9.03333333333334,0,8,9,4.321875,3.57268518518519
2015-12-31,"オ犁",2,0,2,3.91666666666667,0,7.83333333333334,8,9,4.321875,3.57268518518519
2015-12-31,"玡",2,1,3,3.0875,3.0875,6.175,8,9,4.321875,3.57268518518519
2015-12-31,"緻",2,0,2,2.05833333333333,0,4.11666666666666,8,9,4.321875,3.57268518518519
2015-12-31,"罚标",1,1,2,2.79583333333333,2.79583333333333,2.79583333333333,8,9,4.321875,3.57268518518519
2015-12-31,"获",2,2,4,5.61666666666667,11.2333333333333,11.2333333333333,8,9,4.321875,3.57268518518519
2015-12-31,"爵繷",0,1,1,4.1875,4.1875,0,8,9,4.321875,3.57268518518519
2016-01-04,"く猌",1,0,1,3.44166666666667,0,3.44166666666667,2,6,3.99166666666667,3.47291666666667
2016-01-04,"オ犁",3,0,3,3.30833333333333,0,9.92499999999999,2,6,3.99166666666667,3.47291666666667
2016-01-04,"玡马",1,1,2,4.61666666666667,4.61666666666667,4.61666666666667,2,6,3.99166666666667,3.47291666666667
2016-01-04,"获",0,1,1,3.36666666666667,3.36666666666667,0,2,6,3.99166666666667,3.47291666666667
2016-01-04,"爵繷",1,0,1,2.85416666666667,0,2.85416666666667,2,6,3.99166666666667,3.47291666666667
2016-01-05,"糳",1,0,1,5.88333333333333,0,5.88333333333333,6,7,5.46111111111111,5.86001082251082
2016-01-05,"オ犁",1,1,2,5.1125,5.1125,5.1125,6,7,5.46111111111111,5.86001082251082
2016-01-05,"玡",2,2,4,5.99166666666667,11.9833333333333,11.9833333333333,6,7,5.46111111111111,5.86001082251082
2016-01-05,"緻",0,1,1,1.77083333333333,1.77083333333333,0,6,7,5.46111111111111,5.86001082251082
2016-01-05,"获",2,2,3,6.95,13.9,13.9,6,7,5.46111111111111,5.86001082251082
2016-01-05,"爵繷",1,0,1,4.14090909090909,0,4.14090909090909,6,7,5.46111111111111,5.86001082251082
2016-01-06,"く猌",3,0,3,3.97916666666667,0,11.9375,0,5,NA,3.37166666666667
2016-01-06,"罚标",1,0,1,2.02083333333333,0,2.02083333333333,0,5,NA,3.37166666666667
2016-01-06,"获",1,0,1,2.9,0,2.9,0,5,NA,3.37166666666667
2016-01-07,"オ犁",2,0,2,3.36666666666667,0,6.73333333333334,5,5,3.87,3.7325
2016-01-07,"玡",1,2,3,3.65,7.3,3.65,5,5,3.87,3.7325
2016-01-07,"玡马",1,0,1,3.27916666666667,0,3.27916666666667,5,5,3.87,3.7325
2016-01-07,"緻",0,1,1,2.05,2.05,0,5,5,3.87,3.7325
2016-01-07,"获",1,2,3,5,10,5,5,5,3.87,3.7325
2016-01-08,"く猌",0,1,1,2.8375,2.8375,0,4,3,3.13020833333333,3.03611111111111
2016-01-08,"オ犁",1,1,1,3.55,3.55,3.55,4,3,3.13020833333333,3.03611111111111
2016-01-08,"罚标",2,0,2,2.77916666666667,0,5.55833333333334,4,3,3.13020833333333,3.03611111111111
2016-01-08,"获",0,1,1,3.26666666666667,3.26666666666667,0,4,3,3.13020833333333,3.03611111111111
2016-01-08,"爵繷",0,1,1,2.86666666666667,2.86666666666667,0,4,3,3.13020833333333,3.03611111111111
2016-01-11,"く猌",1,1,2,4.52083333333333,4.52083333333333,4.52083333333333,2,4,6.22375,4.59520833333334
2016-01-11,"オ犁",2,0,2,2.96666666666667,0,5.93333333333334,2,4,6.22375,4.59520833333334
2016-01-11,"获",1,1,2,7.92666666666667,7.92666666666667,7.92666666666667,2,4,6.22375,4.59520833333334
2016-01-12,"く猌",2,2,4,4.30416666666667,8.60833333333334,8.60833333333334,11,8,3.72424242424243,3.64635416666667
2016-01-12,"オ犁",1,1,2,3.47083333333333,3.47083333333333,3.47083333333333,11,8,3.72424242424243,3.64635416666667
2016-01-12,"玡",1,2,2,3.10416666666667,6.20833333333334,3.10416666666667,11,8,3.72424242424243,3.64635416666667
2016-01-12,"玡马",0,2,2,3.47916666666667,6.95833333333334,0,11,8,3.72424242424243,3.64635416666667
2016-01-12,"緻",1,1,1,1.85833333333333,1.85833333333333,1.85833333333333,11,8,3.72424242424243,3.64635416666667
2016-01-12,"罚标",1,1,2,2.8375,2.8375,2.8375,11,8,3.72424242424243,3.64635416666667
2016-01-12,"获",1,2,3,5.5125,11.025,5.5125,11,8,3.72424242424243,3.64635416666667
2016-01-12,"爵繷",1,0,1,3.77916666666667,0,3.77916666666667,11,8,3.72424242424243,3.64635416666667
2016-01-13,"く猌",1,0,1,4.3625,0,4.3625,2,3,2.64583333333333,4.24305555555555
2016-01-13,"罚标",0,2,2,2.64583333333333,5.29166666666666,0,2,3,2.64583333333333,4.24305555555555
2016-01-13,"获",2,0,2,4.18333333333333,0,8.36666666666666,2,3,2.64583333333333,4.24305555555555
2016-01-14,"糳",0,1,1,8.325,8.325,0,6,0,5.32777777777778,NA
2016-01-14,"オ犁",0,1,1,4.0125,4.0125,0,6,0,5.32777777777778,NA
2016-01-14,"玡",0,2,2,4.2375,8.475,0,6,0,5.32777777777778,NA
2016-01-14,"玡马",0,1,1,4.3375,4.3375,0,6,0,5.32777777777778,NA
2016-01-14,"获",0,1,1,6.81666666666667,6.81666666666667,0,6,0,5.32777777777778,NA
2016-01-15,"オ犁",2,4,5,3.13333333333333,12.5333333333333,6.26666666666666,7,4,3.75178571428571,3.02916666666667
2016-01-15,"玡",2,0,2,2.925,0,5.85,7,4,3.75178571428571,3.02916666666667
2016-01-15,"罚标",0,1,1,2.40416666666667,2.40416666666667,0,7,4,3.75178571428571,3.02916666666667
2016-01-15,"获",0,2,2,5.6625,11.325,0,7,4,3.75178571428571,3.02916666666667
2016-01-18,"く猌",0,1,1,2.86666666666667,2.86666666666667,0,6,5,2.88888888888889,3.14666666666666
2016-01-18,"オ犁",2,0,2,3.14583333333333,0,6.29166666666666,6,5,2.88888888888889,3.14666666666666
2016-01-18,"玡马",0,1,1,2.725,2.725,0,6,5,2.88888888888889,3.14666666666666
2016-01-18,"緻",1,1,2,1.325,1.325,1.325,6,5,2.88888888888889,3.14666666666666
2016-01-18,"罚标",0,1,1,2.3,2.3,0,6,5,2.88888888888889,3.14666666666666
2016-01-18,"获",2,2,4,4.05833333333333,8.11666666666666,8.11666666666666,6,5,2.88888888888889,3.14666666666666
2016-01-19,"糳",0,1,1,14.9041666666667,14.9041666666667,0,14,7,5.9296130952381,4.88630952380952
2016-01-19,"く猌",2,1,3,5.32083333333333,5.32083333333333,10.6416666666667,14,7,5.9296130952381,4.88630952380952
2016-01-19,"オ犁",3,5,7,4.84583333333333,24.2291666666667,14.5375,14,7,5.9296130952381,4.88630952380952
2016-01-19,"玡",1,1,2,4.84583333333333,4.84583333333333,4.84583333333333,14,7,5.9296130952381,4.88630952380952
2016-01-19,"玡马",1,0,1,4.17916666666667,0,4.17916666666667,14,7,5.9296130952381,4.88630952380952
2016-01-19,"玡马_確砍",0,1,1,4.57291666666667,4.57291666666667,0,14,7,5.9296130952381,4.88630952380952
2016-01-19,"获",0,4,4,6.08333333333333,24.3333333333333,0,14,7,5.9296130952381,4.88630952380952
2016-01-19,"爵繷",0,1,1,4.80833333333333,4.80833333333333,0,14,7,5.9296130952381,4.88630952380952
2016-01-20,"获",1,0,1,6.61666666666667,0,6.61666666666667,0,1,NA,6.61666666666667
2016-01-21,"翠",0,2,2,4.35833333333333,8.71666666666666,0,7,2,4.10238095238095,2.86458333333334
2016-01-21,"玡",1,1,2,4.77916666666667,4.77916666666667,4.77916666666667,7,2,4.10238095238095,2.86458333333334
2016-01-21,"玡马",0,1,1,4.275,4.275,0,7,2,4.10238095238095,2.86458333333334
2016-01-21,"緻",1,0,1,0.95,0,0.95,7,2,4.10238095238095,2.86458333333334
2016-01-21,"罚标",0,1,1,3.12916666666667,3.12916666666667,0,7,2,4.10238095238095,2.86458333333334
2016-01-21,"爵繷",0,2,2,3.90833333333333,7.81666666666666,0,7,2,4.10238095238095,2.86458333333334
2016-01-22,"く猌",0,1,1,4.6875,4.6875,0,6,5,4.07916666666666,4.385
2016-01-22,"オ犁",1,0,1,3.61666666666667,0,3.61666666666667,6,5,4.07916666666666,4.385
2016-01-22,"狶堕",1,0,1,5.27916666666667,0,5.27916666666667,6,5,4.07916666666666,4.385
2016-01-22,"玡",1,2,2,3.29583333333333,6.59166666666666,3.29583333333333,6,5,4.07916666666666,4.385
2016-01-22,"玡马",1,1,1,4.7125,4.7125,4.7125,6,5,4.07916666666666,4.385
2016-01-22,"罚标",0,1,1,3.4625,3.4625,0,6,5,4.07916666666666,4.385
2016-01-22,"获",1,1,1,5.02083333333333,5.02083333333333,5.02083333333333,6,5,4.07916666666666,4.385
2016-01-25,"翠",1,0,1,3.42916666666667,0,3.42916666666667,2,4,4.00972222222222,3.62152777777778
2016-01-25,"玡",1,1,2,3.47777777777778,3.47777777777778,3.47777777777778,2,4,4.00972222222222,3.62152777777778
2016-01-25,"罚标",1,0,1,3.0375,0,3.0375,2,4,4.00972222222222,3.62152777777778
2016-01-25,"获",1,1,2,4.54166666666667,4.54166666666667,4.54166666666667,2,4,4.00972222222222,3.62152777777778
2016-01-26,"糳",1,1,2,5.8625,5.8625,5.8625,8,5,5.0421875,4.93833333333333
2016-01-26,"く猌",0,1,1,5.17083333333333,5.17083333333333,0,8,5,5.0421875,4.93833333333333
2016-01-26,"オ犁",1,2,2,4.39583333333333,8.79166666666666,4.39583333333333,8,5,5.0421875,4.93833333333333
2016-01-26,"玡",1,2,3,4.61666666666667,9.23333333333334,4.61666666666667,8,5,5.0421875,4.93833333333333
2016-01-26,"玡马",1,0,1,5.6375,0,5.6375,8,5,5.0421875,4.93833333333333
2016-01-26,"获",0,1,1,7.1,7.1,0,8,5,5.0421875,4.93833333333333
2016-01-26,"爵繷",1,1,1,4.17916666666667,4.17916666666667,4.17916666666667,8,5,5.0421875,4.93833333333333
2016-01-27,"获",1,0,1,7.15416666666667,0,7.15416666666667,0,1,NA,7.15416666666667
2016-01-28,"オ犁",0,1,1,2.03333333333333,2.03333333333333,0,7,3,3.4047619047619,2.77083333333333
2016-01-28,"玡",2,1,3,2.7875,2.7875,5.575,7,3,3.4047619047619,2.77083333333333
2016-01-28,"罚标",1,2,3,2.7375,5.475,2.7375,7,3,3.4047619047619,2.77083333333333
2016-01-28,"获",0,3,3,4.5125,13.5375,0,7,3,3.4047619047619,2.77083333333333
2016-01-29,"玡",1,0,1,3.6625,0,3.6625,1,2,2.175,2.91875
2016-01-29,"罚标",1,1,1,2.175,2.175,2.175,1,2,2.175,2.91875
2016-01-30,"オ犁",0,1,1,1.60833333333333,1.60833333333333,0,1,0,1.60833333333333,NA
2016-02-01,"糳",0,1,1,4.18333333333333,4.18333333333333,0,6,3,2.61388888888889,2.03472222222222
2016-02-01,"く猌",0,2,2,2.51666666666667,5.03333333333334,0,6,3,2.61388888888889,2.03472222222222
2016-02-01,"玡",2,0,2,1.95833333333333,0,3.91666666666666,6,3,2.61388888888889,2.03472222222222
2016-02-01,"玡马",1,1,2,2.1875,2.1875,2.1875,6,3,2.61388888888889,2.03472222222222
2016-02-01,"罚标",0,1,1,1.38333333333333,1.38333333333333,0,6,3,2.61388888888889,2.03472222222222
2016-02-01,"获",0,1,1,2.89583333333333,2.89583333333333,0,6,3,2.61388888888889,2.03472222222222
2016-02-02,"糳",0,1,1,5.125,5.125,0,7,3,3.79702380952381,2.86388888888889
2016-02-02,"く猌",2,1,3,3.6,3.6,7.2,7,3,3.79702380952381,2.86388888888889
2016-02-02,"オ犁",0,1,1,2.64166666666667,2.64166666666667,0,7,3,3.79702380952381,2.86388888888889
2016-02-02,"狶堕",0,1,1,7.68333333333333,7.68333333333333,0,7,3,3.79702380952381,2.86388888888889
2016-02-02,"緻",1,1,2,1.39166666666667,1.39166666666667,1.39166666666667,7,3,3.79702380952381,2.86388888888889
2016-02-02,"罚标",0,1,1,1.84166666666667,1.84166666666667,0,7,3,3.79702380952381,2.86388888888889
2016-02-02,"获",0,1,1,4.29583333333333,4.29583333333333,0,7,3,3.79702380952381,2.86388888888889
2016-02-03,"获",1,0,1,4.62916666666667,0,4.62916666666667,0,1,NA,4.62916666666667
2016-02-04,"く猌",0,1,1,3.1625,3.1625,0,7,1,3.74464285714286,3.20833333333333
2016-02-04,"玡",0,2,2,3.22083333333333,6.44166666666666,0,7,1,3.74464285714286,3.20833333333333
2016-02-04,"获",0,3,3,4.46666666666667,13.4,0,7,1,3.74464285714286,3.20833333333333
2016-02-04,"爵繷",1,1,2,3.20833333333333,3.20833333333333,3.20833333333333,7,1,3.74464285714286,3.20833333333333
2016-02-05,"玡",1,0,1,2.47368421052632,0,2.47368421052632,2,4,2.64166666666667,2.39654605263158
2016-02-05,"获",2,2,3,2.64166666666667,5.28333333333334,5.28333333333334,2,4,2.64166666666667,2.39654605263158
2016-02-05,"爵繷",1,0,1,1.82916666666667,0,1.82916666666667,2,4,2.64166666666667,2.39654605263158
2016-02-12,"く猌",0,1,1,2.61666666666667,2.61666666666667,0,5,6,NA,NA
2016-02-12,"オ犁",2,1,2,2.775,2.775,5.55,5,6,NA,NA
2016-02-12,"玡",1,0,1,4.06666666666667,0,4.06666666666667,5,6,NA,NA
2016-02-12,"玡马",1,1,1,3.8625,3.8625,3.8625,5,6,NA,NA
2016-02-12,"罚标",0,1,1,2.325,2.325,0,5,6,NA,NA
2016-02-12,"获",1,1,2,0.908333333333333,0.908333333333333,0.908333333333333,5,6,NA,NA
2016-02-12,"爵繷",1,0,1,NA,NA,NA,5,6,NA,NA
2016-02-15,"く猌",0,1,1,4.55,4.55,0,5,7,5.42,2.93452380952381
2016-02-15,"オ犁",1,0,1,2.75,0,2.75,5,7,5.42,2.93452380952381
2016-02-15,"玡",1,0,1,2.425,0,2.425,5,7,5.42,2.93452380952381
2016-02-15,"玡马",3,0,3,2.29166666666667,0,6.87500000000001,5,7,5.42,2.93452380952381
2016-02-15,"获",1,4,5,5.6375,22.55,5.6375,5,7,5.42,2.93452380952381
2016-02-15,"爵繷",1,0,1,2.85416666666667,0,2.85416666666667,5,7,5.42,2.93452380952381
2016-02-16,"く猌",0,1,1,4.8,4.8,0,10,7,4.54208333333333,4.60357142857143
2016-02-16,"オ犁",0,2,2,2.80416666666667,5.60833333333334,0,10,7,4.54208333333333,4.60357142857143
2016-02-16,"玡",1,1,2,4.25416666666667,4.25416666666667,4.25416666666667,10,7,4.54208333333333,4.60357142857143
2016-02-16,"緻",1,1,1,1.48333333333333,1.48333333333333,1.48333333333333,10,7,4.54208333333333,4.60357142857143
2016-02-16,"获",3,4,6,6.4125,25.65,19.2375,10,7,4.54208333333333,4.60357142857143
2016-02-16,"爵繷",2,1,3,3.625,3.625,7.25,10,7,4.54208333333333,4.60357142857143
2016-02-17,"オ犁",0,1,1,4.70416666666667,4.70416666666667,0,1,0,4.70416666666667,NA
2016-02-18,"オ犁",0,1,1,3.90416666666667,3.90416666666667,0,6,3,4.47083333333333,3.67361111111111
2016-02-18,"玡",1,1,2,3.5875,3.5875,3.5875,6,3,4.47083333333333,3.67361111111111
2016-02-18,"玡马",0,1,1,3.20833333333333,3.20833333333333,0,6,3,4.47083333333333,3.67361111111111
2016-02-18,"緻",1,0,1,1.7125,0,1.7125,6,3,4.47083333333333,3.67361111111111
2016-02-18,"获",1,2,3,5.72083333333333,11.4416666666667,5.72083333333333,6,3,4.47083333333333,3.67361111111111
2016-02-18,"爵繷",0,1,1,4.68333333333333,4.68333333333333,0,6,3,4.47083333333333,3.67361111111111
2016-02-19,"く猌",0,2,2,4.12083333333333,8.24166666666666,0,4,3,4.11458333333333,4.26111111111111
2016-02-19,"オ犁",1,1,2,4.77916666666667,4.77916666666667,4.77916666666667,4,3,4.11458333333333,4.26111111111111
2016-02-19,"玡",0,1,1,3.4375,3.4375,0,4,3,4.11458333333333,4.26111111111111
2016-02-19,"罚标",1,0,1,2.90833333333333,0,2.90833333333333,4,3,4.11458333333333,4.26111111111111
2016-02-19,"获",1,0,1,5.09583333333333,0,5.09583333333333,4,3,4.11458333333333,4.26111111111111
2016-02-22,"糳",0,1,1,14.8083333333333,14.8083333333333,0,4,4,7.54062499999999,3.946875
2016-02-22,"く猌",1,0,1,4.75416666666667,0,4.75416666666667,4,4,7.54062499999999,3.946875
2016-02-22,"オ犁",1,0,1,3.97083333333333,0,3.97083333333333,4,4,7.54062499999999,3.946875
2016-02-22,"玡",1,1,2,3.72916666666667,3.72916666666667,3.72916666666667,4,4,7.54062499999999,3.946875
2016-02-22,"罚标",1,0,1,3.33333333333333,0,3.33333333333333,4,4,7.54062499999999,3.946875
2016-02-22,"获",0,2,2,5.8125,11.625,0,4,4,7.54062499999999,3.946875
2016-02-23,"オ犁",1,3,4,3.375,10.125,3.375,8,9,3.56041666666667,3.26203703703703
2016-02-23,"玡",3,2,4,2.92083333333333,5.84166666666666,8.76249999999999,8,9,3.56041666666667,3.26203703703703
2016-02-23,"玡马",0,1,1,3,3,0,8,9,3.56041666666667,3.26203703703703
2016-02-23,"緻",1,0,1,1.94583333333333,0,1.94583333333333,8,9,3.56041666666667,3.26203703703703
2016-02-23,"罚标",1,0,1,2.64583333333333,0,2.64583333333333,8,9,3.56041666666667,3.26203703703703
2016-02-23,"获",2,2,4,4.75833333333333,9.51666666666666,9.51666666666666,8,9,3.56041666666667,3.26203703703703
2016-02-23,"爵繷",1,0,1,3.1125,0,3.1125,8,9,3.56041666666667,3.26203703703703
2016-02-24,"获",1,0,1,5.73333333333333,0,5.73333333333333,0,1,NA,5.73333333333333
2016-02-25,"く猌",0,1,1,4.90416666666667,4.90416666666667,0,11,2,4.67007575757576,4.88333333333333
2016-02-25,"オ犁",0,1,1,3.92083333333333,3.92083333333333,0,11,2,4.67007575757576,4.88333333333333
2016-02-25,"玡",0,3,3,3.8375,11.5125,0,11,2,4.67007575757576,4.88333333333333
2016-02-25,"玡马",1,0,1,4.85833333333333,0,4.85833333333333,11,2,4.67007575757576,4.88333333333333
2016-02-25,"罚标",0,2,2,4.0625,8.125,0,11,2,4.67007575757576,4.88333333333333
2016-02-25,"获",0,2,2,6.54583333333333,13.0916666666667,0,11,2,4.67007575757576,4.88333333333333
2016-02-25,"爵繷",1,2,3,4.90833333333333,9.81666666666666,4.90833333333333,11,2,4.67007575757576,4.88333333333333
2016-02-26,"糳",1,0,1,7.675,0,7.675,2,9,6.05208333333334,5.66481481481482
2016-02-26,"く猌",1,0,1,5.5125,0,5.5125,2,9,6.05208333333334,5.66481481481482
2016-02-26,"オ犁",1,0,1,4.60416666666667,0,4.60416666666667,2,9,6.05208333333334,5.66481481481482
2016-02-26,"狶堕",0,1,1,7.96666666666667,7.96666666666667,0,2,9,6.05208333333334,5.66481481481482
2016-02-26,"玡",1,1,1,4.1375,4.1375,4.1375,2,9,6.05208333333334,5.66481481481482
2016-02-26,"緻",1,0,1,3.08333333333333,0,3.08333333333333,2,9,6.05208333333334,5.66481481481482
2016-02-26,"罚标",1,0,1,4.43333333333333,0,4.43333333333333,2,9,6.05208333333334,5.66481481481482
2016-02-26,"获",3,0,3,7.17916666666667,0,21.5375,2,9,6.05208333333334,5.66481481481482
2016-03-01,"く猌",1,0,1,4.85416666666667,0,4.85416666666667,3,5,5.54027777777778,4.08083333333333
2016-03-01,"玡",0,2,2,4.36666666666667,8.73333333333334,0,3,5,5.54027777777778,4.08083333333333
2016-03-01,"罚标",2,0,2,3.75416666666667,0,7.50833333333334,3,5,5.54027777777778,4.08083333333333
2016-03-01,"获",0,1,1,7.8875,7.8875,0,3,5,5.54027777777778,4.08083333333333
2016-03-01,"爵繷",2,0,2,4.02083333333333,0,8.04166666666666,3,5,5.54027777777778,4.08083333333333
2016-03-02,"く猌",1,0,1,4.2625,0,4.2625,2,3,3.68333333333333,3.91666666666667
2016-03-02,"オ犁",1,0,1,3.80416666666667,0,3.80416666666667,2,3,3.68333333333333,3.91666666666667
2016-03-02,"罚标",1,2,2,3.68333333333333,7.36666666666666,3.68333333333333,2,3,3.68333333333333,3.91666666666667
2016-03-03,"オ犁",2,1,3,3.62083333333333,3.62083333333333,7.24166666666666,5,4,3.48416666666666,3.6
