"","date","wday","urticaria","allergy","yday","SO2","CO","O3","PM2.5","PM10","NO","NO2","TEMP","RH","RAIN","WS_HR","urticaria_M","urticaria_F","allergy_M","allergy_F","urticaria_20","urticaria_30","urticaria_50","urticaria_65","allergy_20","allergy_30","allergy_50","allergy_65"
"1119",2017-01-24,2,1,12,23,5.80590277777778,0.630416666666667,33.0535326086957,44.4236111111111,109.163194444444,4.34717261904762,28.0485795454545,19.6041666666667,62.8784722222222,0,1.20625,0,1,5,7,0,0,0,1,0,6,5,1
"1120",2017-01-25,3,6,0,24,5.478125,0.672569444444444,24.4354166666667,46.665404040404,109.724431818182,6.34207427536232,31.5874396135266,19.6423611111111,64.6875,0,1.13923611111111,5,1,0,0,0,4,2,0,0,0,0,0
"1121",2017-01-26,4,2,6,25,4.77569444444444,0.544861111111111,24.5871527777778,35.5996376811594,82.055404589372,5.58055555555556,27.5111111111111,19.1840277777778,68.6597222222222,0,1.25104166666667,0,2,2,4,0,1,1,0,0,3,3,0
"1122",2017-01-27,5,0,0,26,3.76041666666667,0.504131944444444,34.6628472222222,34.9651268115942,72.3769625603865,3.33368055555556,20.7097222222222,18.3784722222222,69.96875,0,1.32986111111111,0,0,0,0,0,0,0,0,0,0,0,0
"1125",2017-01-30,1,0,0,29,4.59305555555556,0.482048611111111,36.7565972222222,32.6770833333333,61.7708333333333,2.14652777777778,18.9246527777778,22.3194444444444,65.0625,0,1.19479166666667,0,0,0,0,0,0,0,0,0,0,0,0
"1126",2017-01-31,2,0,0,30,5.79924242424242,0.554924242424242,34.7405303030303,40.1325757575758,97.0833333333333,2.52234848484848,19.7261363636364,22.5151515151515,69.4621212121212,0,1.29659090909091,0,0,0,0,0,0,0,0,0,0,0,0
"1127",2017-02-01,3,0,0,31,4.41979166666667,0.533472222222222,24.8423611111111,27.1780303030303,67.4236111111111,2.52430555555556,18.7152777777778,19.9513888888889,71.5763888888889,0,1.0625,0,0,0,0,0,0,0,0,0,0,0,0
"1128",2017-02-02,4,2,6,32,4.08958333333333,0.496423611111111,24.4545138888889,27.0970179738562,73.9652777777778,2.52465277777778,18.8590277777778,21.2083333333333,72.5034722222222,0.133333333333333,1.11701388888889,1,1,0,6,0,1,1,0,0,4,2,0
"1129",2017-02-03,5,3,3,33,4.09484649122807,0.511640446224256,28.6402412280702,28.3159722222222,72.7152777777778,3.00122441520468,20.0015716374269,19.9082602339181,69.5853435672515,0,1.24128289473684,1,2,2,1,0,1,0,2,0,2,0,1
"1132",2017-02-06,1,1,1,36,3.74722222222222,0.56,20.0204861111111,44.2395833333333,83.9652777777778,3.62604166666667,20.2597222222222,21.3888888888889,73.0868055555556,0,0.99375,0,1,0,1,0,1,0,0,0,1,0,0
"1133",2017-02-07,2,13,11,37,4.30034722222222,0.692951388888889,29.8,51.2364130434783,111.038496376812,6.03921783625731,23.2321510297483,21.28125,73.9722222222222,0.0666666666666667,1.28680555555556,4,9,2,9,1,6,4,2,0,5,3,3
"1134",2017-02-08,3,6,2,38,4.79722222222222,0.560495580808081,33.5648042929293,48.7897041062802,116.243055555556,4.62896825396825,23.3204861111111,20.8298611111111,67.625,0,1.36527777777778,4,2,0,2,0,3,3,0,0,1,1,0
"1135",2017-02-09,4,4,6,39,4.51440746753247,0.454444895382395,33.7723484848485,33.1669823232323,90.1698232323232,4.68148358585859,20.9088073025653,20.9902146464646,66.0050505050505,0,1.41243686868687,1,3,2,4,2,2,0,0,1,2,2,1
"1136",2017-02-10,5,4,1,40,2.75601851851852,0.402650462962963,26.6515046296296,21.4277146464646,70.5633417508418,2.88668981481481,17.148606078905,16.855787037037,64.9768518518518,0.0666666666666667,1.46967592592593,1,3,1,0,0,1,2,1,1,0,0,0
"1139",2017-02-13,1,1,1,43,4.43784722222222,0.562951388888889,29.8947916666667,43.0069444444444,76.5104166666667,2.90069444444444,20.4534722222222,17.2430555555556,68.1423611111111,0.2,1.13611111111111,1,0,0,1,0,0,1,0,0,1,0,0
"1140",2017-02-14,2,7,10,44,5.08715277777778,0.596128472222222,31.5076388888889,35.7104166666667,77.49375,5.12361111111111,25.2881944444444,19.1284722222222,64.3020833333333,0,1.30659722222222,1,6,2,8,0,4,3,0,0,6,3,1
"1141",2017-02-15,3,0,1,45,4.93645833333333,0.576805555555556,35.334375,39.5277777777778,95.5520833333333,4.66597222222222,25.6427083333333,19.6666666666667,64.2048611111111,0,1.38576388888889,0,0,0,1,0,0,0,0,0,1,0,0
"1142",2017-02-16,4,0,2,46,4.96944444444444,0.553125,35.5277777777778,39.6396437198068,90.2573973429952,4.13645833333333,25.4774305555556,19.6840277777778,63.5381944444444,0,1.32916666666667,0,0,0,2,0,0,0,0,0,1,1,0
"1143",2017-02-17,5,6,3,47,4.034375,0.535486111111111,37.6010416666667,39.1423611111111,74.2534722222222,4.30277777777778,23.7201388888889,20.6493055555556,59.1076388888889,0,1.27013888888889,4,2,1,2,1,2,2,1,0,3,0,0
"1146",2017-02-20,1,5,1,50,4.94861111111111,0.552604166666667,40.6256944444444,52.0277777777778,102.583333333333,2.65173611111111,18.9684027777778,21.5069444444444,72.3645833333333,0,1.33854166666667,4,1,1,0,0,1,3,1,0,1,0,0
"1147",2017-02-21,2,4,11,51,4.67847222222222,0.463402777777778,25.5215277777778,28.203373015873,68.1884920634921,3.62881944444444,17.3945501207729,24.8958333333333,74.4027777777778,0.1,1.38854166666667,2,2,4,7,0,1,2,1,0,7,3,1
"1148",2017-02-22,3,1,1,52,4.98854166666667,0.571284722222222,32.9548611111111,45.7152777777778,101.938762626263,4.00380434782609,21.8860119047619,24.3576388888889,74.9861111111111,0,1.29166666666667,1,0,0,1,1,0,0,0,0,1,0,0
"1149",2017-02-23,4,2,7,53,5.15208333333333,0.404340277777778,20.2040653036577,28.4201388888889,79.9965277777778,3.9234889657444,16.8382424791392,24.5972222222222,75.125,0.95,1.603125,0,2,4,3,0,1,1,0,0,3,4,0
"1150",2017-02-24,5,6,7,54,3.78555253623188,0.526028079710145,22.5720643939394,22.9601449275362,67.7820048309179,4.14530495169082,20.9359217171717,24.5729166666667,73.7048611111111,0.494444444444444,1.359375,2,4,0,7,0,4,1,1,0,5,1,1
"1153",2017-02-27,1,1,1,57,2.54861111111111,0.41125,28.7975694444444,27.7395833333333,58.4826388888889,2.26354166666667,16.1940972222222,19.5486111111111,66.8229166666667,0,1.38993055555556,1,0,0,1,0,0,1,0,0,1,0,0
"1154",2017-02-28,2,0,0,58,4.62569444444444,0.519618055555556,33.3604166666667,40.3645833333333,77.2777777777778,2.57013888888889,19.4381944444444,19.7048611111111,66.2569444444444,0,1.37881944444444,0,0,0,0,0,0,0,0,0,0,0,0
"1155",2017-03-01,3,2,0,59,4.52326388888889,0.530381944444444,38.8118055555556,43.1805555555556,85.2708333333333,2.00034722222222,19.65625,20.7604166666667,64.25,0,1.50416666666667,1,1,0,0,1,0,1,0,0,0,0,0
"1156",2017-03-02,4,2,8,60,3.78090277777778,0.504722222222222,32.7534722222222,34.8194444444444,73.8333333333333,2.92638888888889,20.11875,20.7395833333333,65.8090277777778,0,1.52673611111111,1,1,1,7,0,1,0,1,1,4,2,1
"1157",2017-03-03,5,7,2,61,4.92013888888889,0.53375,43.590625,47.604743083004,117.95440821256,2,22.3397342995169,20.4722222222222,57.3368055555556,0,1.42638888888889,1,6,0,2,0,2,3,2,0,1,0,1
"1160",2017-03-06,1,2,3,64,3.91944444444444,0.437881944444444,36.9590277777778,30.4166666666667,63.9444444444444,1.55833333333333,15.01875,23.9548611111111,66.9409722222222,0,1.60416666666667,0,2,1,2,0,1,1,0,0,2,0,1
"1161",2017-03-07,2,7,8,65,3.659375,0.4753125,29.7260416666667,23.6111111111111,62.8229166666667,2.81284722222222,19.1423611111111,23.4791666666667,67.6909722222222,0,1.46597222222222,2,5,1,7,1,4,1,1,1,5,1,1
"1162",2017-03-08,3,2,1,66,5.10520833333333,0.685416666666667,14.3559027777778,60.5416666666667,103.077651515152,5.59583333333333,33.0831823671498,19.4722222222222,71.2743055555556,0.1,1.05868055555556,1,1,0,1,0,0,1,1,0,0,1,0
"1163",2017-03-09,4,2,6,67,3.53257850241546,0.695510265700483,8.00211352657005,42.7192715195433,66.2369345630215,8.75519323671497,30.7757203243616,17.6944444444444,81.6493055555556,0.177777777777778,1.04270833333333,0,2,1,5,0,2,0,0,1,5,0,0
"1164",2017-03-10,5,5,0,68,5.10520833333333,0.720729166666667,33.0347222222222,46.5872584541063,73.3173309178744,6.66458333333333,25.56875,21.1770833333333,72.7013888888889,0,1.28402777777778,2,3,0,0,0,3,0,2,0,0,0,0
"1167",2017-03-13,1,4,2,71,4.046875,0.496666666666667,40.403125,39.7569444444444,73.7569444444444,2.03181818181818,15.6125,24.15625,74.8298611111111,0,1.46041666666667,0,4,1,1,0,1,3,0,0,1,1,0
"1168",2017-03-14,2,5,5,72,3.78090277777778,0.422986111111111,42.5645833333333,29.5173611111111,59.3819444444444,2.16236111111111,14.4497685185185,25.7211805555556,69.3993055555556,0,1.65277777777778,1,4,0,5,0,3,1,1,0,4,1,0
"1169",2017-03-15,3,2,1,73,3.88055555555556,0.484547101449275,30.615625,33.4444444444444,66.1458333333333,3.31805555555556,20.9173611111111,22.2534722222222,70.4826388888889,0,1.34166666666667,2,0,0,1,0,0,0,2,0,1,0,0
"1170",2017-03-16,4,7,5,74,5.21527777777778,0.451840277777778,33.9055555555556,38.2341485507246,76.2030495169082,2.94027777777778,21.1989583333333,21.2569444444444,71.6597222222222,0.425,1.25555555555556,2,5,2,3,0,2,3,2,1,1,2,1
"1171",2017-03-17,5,8,4,75,4.31770833333333,0.499444444444444,35.0694444444444,38.6319444444444,71.7465277777778,2.67569444444444,20.5993055555556,21.5138888888889,76.3611111111111,0.718181818181818,1.38055555555556,0,8,2,2,1,2,4,1,0,4,0,0
"1174",2017-03-20,1,2,1,78,4.28090277777778,0.504756944444444,30.3475694444444,46.6805555555556,80.5625,2.81701388888889,15.4430555555556,25.1944444444444,72.2152777777778,0.266666666666667,1.53055555555556,2,0,1,0,0,0,2,0,0,0,1,0
"1175",2017-03-21,2,4,11,79,4.35520833333333,0.430277777777778,29.8309027777778,28.6109601449275,60.7394323671498,2.52992424242424,15.9958829365079,25.7326388888889,73.2118055555556,0,1.39479166666667,2,2,3,8,0,2,1,1,0,5,6,0
"1176",2017-03-22,3,1,1,80,4.04376509661836,0.515780495169082,36.207895531401,31.8511473429952,72.9772041062802,2.44305555555556,18.5455555555556,25.7881944444444,70.4965277777778,0,1.47916666666667,0,1,0,1,0,1,0,0,0,1,0,0
"1177",2017-03-23,4,4,6,81,5.42673611111111,0.5828125,42.5409722222222,35.1423611111111,78.7256944444444,2.62241847826087,18.513805171278,24.3298611111111,69.6076388888889,0.166666666666667,1.565625,3,1,1,5,0,1,1,2,1,4,1,0
"1178",2017-03-24,5,7,4,82,3.90197765700483,0.438131793478261,45.3085317460317,32.3131541867955,73.3238224637681,1.80590277777778,16.3061342592593,25.6851851851852,66.4496527777778,0,1.54699074074074,2,5,0,4,1,3,3,0,1,2,1,0
"1181",2017-03-27,1,1,2,85,2.53020833333333,0.561006944444444,19.5965277777778,21.4652777777778,40.8819444444444,2.38680555555556,18.375,18.0868055555556,77.8263888888889,0.264285714285714,1.12430555555556,1,0,0,2,0,1,0,0,1,1,0,0
"1182",2017-03-28,2,10,5,86,3.82569444444444,0.5290625,43.237279040404,30.7013888888889,67.3611111111111,3.07847222222222,15.8288194444444,22.1284722222222,64.8125,0,1.509375,7,3,3,2,0,4,4,2,1,0,4,0
"1183",2017-03-29,3,2,0,87,4.75173611111111,0.499305555555556,56.1416666666667,36.8443538647343,88.2027475845411,1.83743055555556,17.9105827294686,22.6666666666667,61.7534722222222,0,1.44791666666667,0,2,0,0,0,0,0,2,0,0,0,0
"1184",2017-03-30,4,2,10,88,4.82581018518519,0.536851851851852,50.930787037037,42.0694444444444,90.2777777777778,1.94479166666667,20.5788194444444,23.6701388888889,57.4803240740741,0.1,1.17106481481481,0,2,1,9,0,0,0,2,3,5,0,2
"1185",2017-03-31,5,4,11,89,5.82708333333333,0.5746875,42.7131944444444,47.3310688405797,93.5560084541063,2.42708333333333,20.4809027777778,23.8402777777778,67.4826388888889,0,1.31875,1,3,5,6,0,1,3,0,1,2,5,3
"1188",2017-04-03,1,0,0,92,3.32152777777778,0.424548611111111,55.9440972222222,37.4166666666667,64.5972222222222,1.64895833333333,14.0298611111111,20.9409722222222,46.8888888888889,0,1.58090277777778,0,0,0,0,0,0,0,0,0,0,0,0
"1189",2017-04-04,2,0,0,93,2.85069444444444,0.378125,59.8020833333333,31.6840277777778,59.46875,1.34930555555556,11.5107638888889,22.0173611111111,53.1631944444444,0,1.82395833333333,0,0,0,0,0,0,0,0,0,0,0,0
"1190",2017-04-05,3,2,2,94,3.57222222222222,0.356388888888889,60.6666666666667,32.4583333333333,59.0277777777778,1.36180555555556,11.334375,23.09375,56.1041666666667,0,1.62569444444444,0,2,0,2,0,1,1,0,0,1,1,0
"1191",2017-04-06,4,4,7,95,4.95104166666667,0.449212962962963,54.0208333333333,36.9166666666667,71.8402777777778,1.74803240740741,16.4496527777778,24.4282407407407,58.6435185185185,0,1.43368055555556,2,2,3,4,0,2,1,1,0,4,1,2
"1192",2017-04-07,5,5,4,96,4.56944444444444,0.398784722222222,35.3333333333333,28.0196256038647,66.180404589372,2.12534722222222,16.671875,25.5416666666667,62.1493055555556,0,1.80833333333333,1,4,0,4,0,4,0,1,1,1,0,2
"1195",2017-04-10,1,4,2,99,4.13506944444444,0.2715625,17.5486111111111,14.8888888888889,39.2534722222222,2.73125,10.3694444444444,26.6736111111111,77.5798611111111,0,1.60694444444444,2,2,0,2,0,2,0,2,1,0,0,1
"1196",2017-04-11,2,9,9,100,4.58715277777778,0.325,13.4652777777778,15.8541666666667,36.5486111111111,4.92777777777778,13.234375,27.8784722222222,67.1180555555556,0,1.38680555555556,1,8,1,8,0,3,2,4,0,7,1,1
"1197",2017-04-12,3,3,0,101,4.13910984848485,0.259857954545455,12.9072601010101,12.4861111111111,31.0833333333333,3.99337752525253,10.7570896464646,27.7777777777778,73.8125,0.373333333333333,1.70034722222222,1,2,0,0,0,1,2,0,0,0,0,0
"1198",2017-04-13,4,2,6,102,4.0385101010101,0.593680555555556,7.59027777777778,23.5243055555556,45.9409722222222,8.79382548309179,22.6234126984127,24.1909722222222,88.0277777777778,4.73087301587302,1.03055555555556,0,2,0,6,0,1,1,0,1,3,2,0
"1199",2017-04-14,5,14,7,103,3.44340277777778,0.682222222222222,29.1753472222222,35.1148578173035,59.4318593544137,3.72361111111111,23.8079861111111,21.9270833333333,83.6666666666667,1.63444444444444,1.02013888888889,3,11,2,5,0,9,2,3,1,6,0,0
"1202",2017-04-17,1,1,3,106,4.30451388888889,0.275451388888889,23.4055555555556,17.4791666666667,40.7534722222222,2.53819444444444,10.7125,27.9652777777778,71.6041666666667,0,1.40625,1,0,1,2,0,1,0,0,0,0,2,1
"1203",2017-04-18,2,8,15,107,4.85566123188406,0.274166666666667,15.2138134057971,17.1215277777778,41.6458333333333,3.97493961352657,11.899273989899,28.2118055555556,72.4583333333333,0.14,1.51909722222222,0,8,4,11,0,1,6,1,1,9,5,0
"1204",2017-04-19,3,8,0,108,2.87822420634921,0.211846590909091,29.3797619047619,15.1111111111111,34.7152777777778,2.55923611111111,8.46736111111111,27.7916666666667,76.5659722222222,0,1.76458333333333,5,3,0,0,1,4,0,3,0,0,0,0
"1205",2017-04-20,4,1,5,109,5.3381038647343,0.337916666666667,36.7896135265701,28.9094065656566,56.1714015151515,2.21840277777778,13.173547979798,27.8506944444444,75.4340277777778,2.10166666666667,1.77708333333333,0,1,2,3,0,1,0,0,0,3,2,0
"1206",2017-04-21,5,8,2,110,4.46373792270531,0.270045289855072,20.7538798309179,14.5108695652174,32.8022342995169,3.33259222661397,11.3017330917874,27.3784722222222,68.6597222222222,0,1.71076388888889,4,4,2,0,1,5,1,1,1,1,0,0
"1209",2017-04-24,1,4,3,113,4.0375,0.533125,28.9503472222222,25.0902777777778,46.2986111111111,1.92708333333333,19.1565972222222,22.0243055555556,85.3888888888889,0.602207792207792,0.951388888888889,1,3,0,3,0,2,1,1,0,3,0,0
"1210",2017-04-25,2,5,11,114,3.49747474747475,0.592048611111111,41.4398399758454,27.9270833333333,77.5069444444444,2.08360745614035,18.368501984127,24.5451388888889,75.9861111111111,0.285714285714286,1.21423611111111,2,3,6,5,0,3,0,2,2,5,3,1
"1211",2017-04-26,3,5,0,115,5.6975496031746,0.602949879227053,53.1121829710145,45.1770833333333,107.534406565657,1.73388888888889,19.9513888888889,26.4756944444444,71.4930555555556,0,1.19340277777778,2,3,0,0,1,2,1,1,0,0,0,0
"1212",2017-04-27,4,4,6,116,4.67414440457204,0.47350910110421,38.5532196969697,45.3652146464646,62.3784722222222,2.27550186741363,14.2917337768441,27.9895833333333,72.3784722222222,0,1.66631944444444,3,1,2,4,0,1,2,1,0,5,0,1
"1213",2017-04-28,5,6,3,117,4.14301026570048,0.390119047619048,29.3600241545894,25.2677139037433,52.176452020202,2.67764985380117,16.5125103292652,25.1388888888889,76.9097222222222,0.46,1.38472222222222,3,3,1,2,0,2,2,2,0,1,2,0
"1216",2017-05-01,1,0,0,120,4.84965277777778,0.393993055555556,58.2291666666667,26.0833333333333,53.6284722222222,1.646875,13.8395833333333,25.4548611111111,59.7708333333333,0,1.44305555555556,0,0,0,0,0,0,0,0,0,0,0,0
"1217",2017-05-02,2,16,17,121,5.13819444444444,0.439791666666667,51.7986111111111,26.9722222222222,55.0104166666667,1.57604166666667,14.3385416666667,26.5763888888889,58.5416666666667,0,1.44305555555556,3,13,4,13,0,11,5,0,1,6,6,4
"1218",2017-05-03,3,1,1,122,5.50416666666667,0.387673611111111,41.3854166666667,27.3150527009223,56.4207839262187,2.27789855072464,14.4798115079365,27.8263888888889,65.75,0,1.50034722222222,0,1,0,1,0,0,1,0,0,0,1,0
"1219",2017-05-04,4,3,7,123,6.27083333333333,0.391111111111111,38.0229166666667,30.7430555555556,61.2569444444444,2.14444444444444,14.7138888888889,28.3611111111111,71.5972222222222,1.6,1.47118055555556,1,2,1,6,0,2,0,1,0,5,1,1
"1220",2017-05-05,5,8,4,124,5.37986111111111,0.358333333333333,36.4493055555556,30.203373015873,61.1284722222222,1.95763888888889,13.6183121980676,28.7083333333333,70.5486111111111,0,1.52013888888889,2,6,0,4,1,2,1,4,0,4,0,0
"1223",2017-05-08,1,2,1,127,4.95208333333333,0.393958333333333,42.3434027777778,35.9111111111111,61.5347222222222,1.83958333333333,11.7902777777778,28.3055555555556,70.6215277777778,0,1.584375,1,1,0,1,0,0,1,1,0,1,0,0
"1224",2017-05-09,2,10,5,128,4.84861111111111,0.306354166666667,28.8173611111111,26.1408945824707,45.9949494949495,2.996875,11.61875,28.7152777777778,68.8784722222222,0.2,1.71944444444444,3,7,1,4,1,5,3,1,0,3,1,1
"1225",2017-05-10,3,2,3,129,3.85534722222222,0.230979166666667,16.2016224747475,11.193287037037,31.375,3.58766865079365,9.85556652046784,29.0548611111111,68.2,0,1.921875,0,2,1,2,0,0,2,0,0,3,0,0
"1226",2017-05-11,4,2,4,130,5.10567632850242,0.336308876811594,34.0673926767677,22.1828200483092,182.382151029748,2.64925595238095,13.6780744949495,29.0173611111111,66.8229166666667,0.2,1.42256944444444,1,1,1,3,0,0,2,0,0,2,2,0
"1227",2017-05-12,5,6,2,131,5.77152777777778,0.345590277777778,39.8166666666667,27.2530193236715,53.2770229468599,1.89965277777778,13.8899305555556,29.4618055555556,67.8333333333333,0,1.47291666666667,2,4,1,1,0,5,0,1,0,2,0,0
"1230",2017-05-15,1,4,1,134,3.62777777777778,0.2584375,37.1350694444444,16.0694444444444,33.2222222222222,1.36284722222222,9.63680555555556,29.5729166666667,62.1145833333333,0,1.56666666666667,0,4,0,1,1,1,1,1,1,0,0,0
"1231",2017-05-16,2,4,9,135,5.23506944444444,0.312569444444444,43.19375,19.7222222222222,43.5416666666667,1.77010732323232,12.2504419191919,28.4826388888889,70.7395833333333,1.53833333333333,1.50381944444444,1,3,3,6,0,2,0,2,1,3,4,1
"1232",2017-05-17,3,1,0,136,4.04756944444444,0.34375,15.2743055555556,14.5295893719807,35.1524758454106,4.59756944444444,15.4583333333333,26.0347222222222,83.3611111111111,2.47047558922559,1.30625,1,0,0,0,0,1,0,0,0,0,0,0
"1233",2017-05-18,4,1,1,137,4.29791666666667,0.381666666666667,43.0208333333333,15.3968253968254,35.6994047619048,2.13958333333333,16.4142361111111,25.8125,75.1319444444444,1.37222222222222,1.33784722222222,1,0,1,0,0,0,1,0,0,1,0,0
"1234",2017-05-19,5,5,3,138,4.78166035353535,0.443667929292929,51.8150252525253,29.4116161616162,61.4674873737374,1.63775252525253,17.7721590909091,27.000946969697,74.5274621212121,0.292592592592593,1.10719696969697,0,5,0,3,1,2,0,2,0,1,1,1
"1237",2017-05-22,1,6,2,141,3.609375,0.384131944444444,39.8607638888889,21.9340277777778,46.8541666666667,1.89305555555556,12.3861111111111,27.8229166666667,73.6458333333333,0.7,1.465625,2,4,0,2,0,2,2,2,0,1,1,0
"1238",2017-05-23,2,7,2,142,3.38645833333333,0.234756944444444,35.7847222222222,13.6458333333333,35.2534722222222,1.36076388888889,8.81527777777778,28.5763888888889,73.3923611111111,0,1.54270833333333,0,7,1,1,0,1,3,3,0,2,0,0
"1239",2017-05-24,3,2,1,143,3.49280823105194,0.221651158322354,29.6941417175184,12.7476851851852,33.5069444444444,2.00513761759471,9.65417421497585,29.0620471014493,73.6507119247394,0.0666666666666667,1.59329551233155,1,1,0,1,0,1,0,1,0,1,0,0
"1240",2017-05-25,4,2,7,144,3.2708648989899,0.250416666666667,17.4378156565657,8.29861111111111,23.8854166666667,3.14977217830479,10.2937229437229,28.2413194444444,81.5104166666667,2.23081349206349,1.49600694444444,0,2,1,6,0,2,0,0,1,1,3,2
"1241",2017-05-26,5,6,3,145,3.72326388888889,0.291284722222222,17.9850694444444,9.81461352657005,102.038586956522,3.63784722222222,12.7831370772947,27.2638888888889,83.7048611111111,9.80440476190476,1.39270833333333,0,6,0,3,0,2,2,2,0,2,1,0
"1244",2017-05-29,1,0,0,148,5.01006944444444,0.4715625,49.4027777777778,31.96875,61.3923611111111,1.26458333333333,14.1524305555556,27.65625,73.7152777777778,0.314285714285714,1.19791666666667,0,0,0,0,0,0,0,0,0,0,0,0
"1245",2017-05-30,2,0,0,149,5.54756944444444,0.3646875,55.3819444444444,25.4305555555556,54.2083333333333,1.32430555555556,10.6680555555556,28.4375,73.2291666666667,0,1.36423611111111,0,0,0,0,0,0,0,0,0,0,0,0
"1246",2017-05-31,3,2,0,150,4.82708333333333,0.334409722222222,25.5475694444444,15.2638888888889,30.875,2.13333333333333,11.0565972222222,27.0590277777778,84.6458333333333,1.65603835978836,1.40729166666667,1,1,0,0,0,1,0,1,0,0,0,0
"1247",2017-06-01,4,3,7,151,3.78784722222222,0.241041666666667,22.4868055555556,8.79332729468599,26.0496678743961,2.30138888888889,10.0897192028986,28.7013888888889,76.5729166666667,0.76030303030303,1.71215277777778,0,3,1,6,0,3,0,0,0,7,0,0
"1248",2017-06-02,5,4,3,152,3.38090277777778,0.208229166666667,15.2649305555556,7.51902173913043,26.3596014492754,3.55277777777778,8.37060688405797,28.2916666666667,83.9965277777778,4.39097222222222,1.934375,2,2,1,2,1,3,0,0,0,3,0,0
"1251",2017-06-05,1,3,1,155,2.45138888888889,0.334444444444444,16.759375,6.07638888888889,22.7326388888889,3.49583333333333,11.1961805555556,26.5555555555556,90.1006944444444,6.54397137584638,1.31770833333333,2,1,0,1,0,1,1,1,0,1,0,0
"1252",2017-06-06,2,3,7,156,4.09788647342995,0.305451388888889,15.5954861111111,12.3363526570048,36.4823369565217,4.00694444444444,10.9729468599034,29.3090277777778,78.3333333333333,0.08,1.30034722222222,1,2,2,5,0,2,1,0,1,5,0,1
"1253",2017-06-07,3,4,2,157,4.36423611111111,0.2403125,17.0104166666667,11.1006944444444,33.8819444444444,3.45173611111111,9.73194444444444,30.2083333333333,73.5555555555556,0,1.51423611111111,3,1,0,2,0,1,3,0,0,1,1,0
"1254",2017-06-08,4,0,10,158,4.85031565656566,0.220034722222222,17.0680555555556,11.0801767676768,30.7616792929293,3.02013888888889,9.47029671717172,30.5381944444444,75.4513888888889,0.85,1.46041666666667,0,0,6,4,0,0,0,0,3,2,0,5
"1255",2017-06-09,5,9,5,159,4.95104166666667,0.237847222222222,16.6065972222222,10.1354166666667,29.9289108187135,3.84746376811594,10.8305102657005,30.0173611111111,75.3541666666667,5.04787878787879,1.51597222222222,1,8,1,4,1,3,2,3,0,3,0,2
"1258",2017-06-12,1,5,0,162,3.72708333333333,0.184131944444444,14.4989583333333,7.93055555555556,32.7222222222222,2.62569444444444,6.81284722222222,31.0069444444444,70.6041666666667,0,2.26458333333333,3,2,0,0,0,3,2,0,0,0,0,0
"1259",2017-06-13,2,3,8,163,4.93888888888889,0.207777777777778,19.2902777777778,8.26600241545894,31.8259359903382,2.90381944444444,8.20173611111111,31.0902777777778,70.2222222222222,6.51666666666667,2.34166666666667,2,1,3,5,0,0,3,0,0,5,3,0
"1260",2017-06-14,3,3,0,164,3.78343545751634,0.181466503267974,14.4147263071895,7.30264037433155,27.3133258738278,3.23841911764706,6.90520833333333,30.1011029411765,73.9346405228758,2.97222222222222,2.14509803921569,0,3,0,0,0,0,3,0,0,0,0,0
"1261",2017-06-15,4,3,10,165,2.89128787878788,0.196742424242424,10.9522727272727,6.81439393939394,28.094696969697,3.80227272727273,8.53901515151515,28.3219696969697,82.8484848484848,1.77247802702348,1.57575757575758,2,1,3,7,0,2,1,0,2,5,2,1
"1262",2017-06-16,5,3,0,166,2.38383152173913,0.377222222222222,8.21897644927536,7.14130434782609,20.8852657004831,6.89148550724638,13.6964221014493,25.8159722222222,89.6215277777778,4.45185955792573,1.28194444444444,0,3,0,0,0,3,0,0,0,0,0,0
"1265",2017-06-19,1,2,0,169,3.31284722222222,0.212916666666667,11.2777777777778,8.37152777777778,26.1423611111111,3.478125,7.55763888888889,28.0520833333333,81.6006944444444,4.37845238095238,1.490625,1,1,0,0,0,1,1,0,0,0,0,0
"1266",2017-06-20,2,6,10,170,3.4585597826087,0.213576388888889,12.4104166666667,8.32699275362319,27.3282004830918,3.70868055555556,7.58958333333333,29.3645833333333,73.1805555555556,0,1.41701388888889,1,5,1,9,2,3,1,0,0,6,4,0
"1267",2017-06-21,3,6,1,171,3.67831439393939,0.213251811594203,11.2447285353535,8.83933080808081,26.1404671717172,4.1891369047619,8.90113304093567,29.7395833333333,70.75,1.3,1.25972222222222,1,5,0,1,0,1,4,1,0,1,0,0
"1268",2017-06-22,4,1,3,172,3.63611111111111,0.2165625,12.1607638888889,8.93176328502415,24.1696859903382,4.43277475845411,8.9604825428195,30.1701388888889,68.59375,0,1.60902777777778,0,1,1,2,0,1,0,0,2,1,0,0
"1269",2017-06-23,5,2,6,173,3.57534722222222,0.220069444444444,14.6541666666667,8.70012626262626,23.5597222222222,3.86736111111111,9.06319444444444,30.6215277777778,69.3715277777778,0,1.625,0,2,2,4,0,0,1,1,2,2,0,2
"1272",2017-06-26,1,0,2,176,2.64722222222222,0.150902777777778,16.49375,6.15277777777778,22.2152777777778,2.28402777777778,5.63715277777778,30.4548611111111,70.7638888888889,4,1.69236111111111,0,0,1,1,0,0,0,0,1,0,1,0
"1273",2017-06-27,2,6,3,177,2.61875,0.166423611111111,16.7253472222222,6.45803140096618,24.0405550065876,2.82326388888889,6.39340277777778,30.6180555555556,71.375,0,1.88194444444444,3,3,1,2,1,2,2,1,1,1,1,0
